ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
 , , , , , , , , , , , , , ,(ฤดูท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , ,(ไวย์ - VERB),1, , 
 , , , , , , , , , , , , , ,(มหาสมุทร - NOUN),1, , , , , , , , , , , , , , ,(รับ - VERB),1, , 
 , , , , , , , , , , , , , ,(แบบ - NOUN),1, , , , , , , , , , , , , , ,(*แน่ใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(รถ - NOUN),1, , , , , , , , , , , , , , ,(*สุภาพ - VERB),1, , 
 , , , , , , , , , , , , , ,(นักดนตรี - NOUN),1, , , , , , , , , , , , , , ,(ตรวจสอบ - VERB),1, , 
 , , , , , , , , , , , , , ,(เล่นดนตรี - NOUN),1, , , , , , , , , , , , , , ,(อ่าน - VERB),1, , 
 , , , , , , , , , , , , , ,(แผงลอย - NOUN),1, , , , , , , , , , , , , , ,(พา - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้างนอก - NOUN),1, , , , , , , , , , , , , , ,(คราม - VERB),1, , 
 , , , , , , , , , , , , , ,(อาหาร - NOUN),1, , , , , , , , , , , , , , ,(น่าเกรงขาม - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้างถนน - NOUN),1, , , , , , , , , , , , , , ,(ต่อไป - VERB),1, , 
 , , , , , , , , , , , , , ,(ท้องที่ - NOUN),1, , , , , , , , , , , , , , ,(เพิ่มเติม - VERB),1, , 
 , , , , , , , , , , , , , ,(คุณภาพ - NOUN),1, , , , , , , , , , , , , , ,(หลบหนี - VERB),1, , 
 , , , , , , , , , , , , , ,(crep - NOUN),1, , , , , , , , , , , , , , ,(กำลัง - VERB),1, , 
 , , , , , , , , , , , , , ,(instagram - NOUN),1, , , , , , , , , , , , , , ,(ความ - VERB),1, , 
 , , , , , , , , , , , , , ,(ภาคเหนือ - NOUN),1, , , , , , , , , , , , , , ,(เหลือเฟือ - VERB),1, , 
 , , , , , , , , , , , , , ,(หมดหวัง - NOUN),1, , , , , , , , , , , , , , ,(สมบูรณ์แบบ - VERB),1, , 
 , , , , , , , , , , , , , ,(รถบัส - NOUN),1, , , , , , , , , , , , , , ,(ฟรี - VERB),1, , 
 , , , , , , , , , , , , , ,(โหลด - NOUN),1, , , , , , , , , , , , , , ,(หนาแน่น - VERB),1, , 
 , , , , , , , , , , , , , ,(แม้แต่ - NOUN),1, , , , , , , , , , , , , , ,(เหมือน - VERB),1, , 
 , , , , , , , , , , , , , ,(ฉาก - NOUN),1, , , , , , , , , , , , , , ,(ดูแล - VERB),1, , 
 , , , , , , , , , , , , , ,(นา - NOUN),1, , , , , , , , , , , , , , ,(*รวม - VERB),1, , 
 , , , , , , , , , , , , , ,(พร - NOUN),1, , , , , , , , , , , , , , ,(ไอศ - VERB),1, , 
 , , , , , , , , , , , , , ,(ระเบียง - NOUN),1, , , , , , , , , , , , , , ,(ครีม - VERB),1, , 
 , , , , , , , , , , , , , ,(สุ่ม - NOUN),1, , , , , , , , , , , , , , ,(เดียวกัน - VERB),1, , 
 , , , , , , , , , , , , , ,(รถแท็กซี่ - NOUN),1, , , , , , , , , , , , , , ,(ลง - VERB),1, , 
 , , , , , , , , , , , , , ,(เมล็ดพืช - NOUN),1, , , , , , , , , , , , , , ,(เพียงแค่ - VERB),1, , 
 , , , , , , , , , , , , , ,(สัก - NOUN),1, , , , , , , , , , , , , , ,(คล้าย - VERB),1, , 
 , , , , , , , , , , , , , ,(ด่วน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ปานกลาง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ระยะ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ถ่ายรูป - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สวยงาม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(จับภาพ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ลาดชัน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เหตุผล - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สภาพแวดล้อม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชีวิตชีวา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หนังสือ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หลังจาก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ส่วน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ร่างกาย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แว่นตา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หลัง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(โฆษณา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ที่นั่ง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รถมอเตอร์ไซค์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ว้าว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เอกลักษณ์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ที่มา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แดด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หมู่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แฟน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ฉันนั้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สกปรก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชายทะเล - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(น้อยๆ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ไฮไลท์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พัก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ที่นี่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ธูป - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(วาง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ดอกไม้ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(โชคดี - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สมบูรณ์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รถทัวร์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ความสุข - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ยุทธศาสตร์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สูงชัน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แออัด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(บ่าย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(มุม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สระ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(บัว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ทาน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รีวิว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(น้ำทะเล - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สีฟ้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รอบๆ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สิ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ศา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พื้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(งานแต่งงาน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แม้กระทั่ง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(จากนั้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ท่าเรือ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สดๆ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ท้าทาย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(วันอาทิตย์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เว็บไซต์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พักผ่อน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แทนที่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(นิยม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(จุดเริ่มต้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(. - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รูปปั้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รถเข็น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ล้อ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขี่ม้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ระหว่างทาง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พวก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ลูกเรือ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(วิหาร - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(งาน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แผนการ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(bcoz - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เครื่องดื่ม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แผงขาย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ปัญหา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผลกระทบ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(บริษัท - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(น่ารัก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สินค้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หลุมศพ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ฝั่ง - NOUN),1, , , , , , , , , , , , , , , , , , 
