ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
 , , , , , , , , , , , , , ,(ใจ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หนัก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(วันที่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ทำเล - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หมัด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชั่วโมง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ตอนเช้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สวนสาธารณะ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เตียง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(อาบแดด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชอบ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชาวบ้าน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขายของ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(อื่นๆ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(บล็อก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ห้องน้ำ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ไมค์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แพ็คเกจ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เหมาะ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(นักพูด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เหนียว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สูบบุหรี่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ช่วงเวลา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พัน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กลางวัน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผ่อนคลาย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เท่าที่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เสื่อ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ที่นั่ง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ข้างนอก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แหล่งท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(บา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(นา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(โบ๊ต - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สินค้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ฝูงชน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หน้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(โว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ทั้งคืน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชนิด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ที่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(นอน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พร้อมกับ - NOUN),1, , , , , , , , , , , , , , , , , , 
