ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
 , , , , , , , , , , , , , ,(วิทยาเขต - NOUN),1, , , , , , , , , , , , , , ,(ที่นี่ - VERB),1, , 
 , , , , , , , , , , , , , ,(ว่าการ - NOUN),1, , , , , , , , , , , , , , ,(ขอให้ - VERB),1, , 
 , , , , , , , , , , , , , ,(จดจำ - NOUN),1, , , , , , , , , , , , , , ,(ปฏิบัติ - VERB),1, , 
 , , , , , , , , , , , , , ,(อนุสาวรีย์ - NOUN),1, , , , , , , , , , , , , , ,(สังเกตเห็น - VERB),1, , 
 , , , , , , , , , , , , , ,(หลัก - NOUN),1, , , , , , , , , , , , , , ,(ปรารถนา - VERB),1, , 
 , , , , , , , , , , , , , ,(ห้อง - NOUN),1, , , , , , , , , , , , , , ,(เติมเต็ม - VERB),1, , 
 , , , , , , , , , , , , , ,(ควรค่า - NOUN),1, , , , , , , , , , , , , , ,(กลับ - VERB),1, , 
 , , , , , , , , , , , , , ,(วันที่ - NOUN),1, , , , , , , , , , , , , , ,(ของวัด - VERB),1, , 
 , , , , , , , , , , , , , ,(เมฆ - NOUN),1, , , , , , , , , , , , , , ,(รีบ - VERB),1, , 
 , , , , , , , , , , , , , ,(ตรงกลาง - NOUN),1, , , , , , , , , , , , , , ,(ส่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(สาวก - NOUN),1, , , , , , , , , , , , , , ,(อธิษฐาน - VERB),1, , 
 , , , , , , , , , , , , , ,(ฤดู - NOUN),1, , , , , , , , , , , , , , ,(ระวัง - VERB),1, , 
 , , , , , , , , , , , , , ,(โชคดี - NOUN),1, , , , , , , , , , , , , , ,(คอมเพล็กซ์ - VERB),1, , 
 , , , , , , , , , , , , , ,(สี - NOUN),1, , , , , , , , , , , , , , ,(ลวดลาย - VERB),1, , 
 , , , , , , , , , , , , , ,(หน้า - NOUN),1, , , , , , , , , , , , , , ,(ความเงียบสงบ - VERB),1, , 
 , , , , , , , , , , , , , ,(สภาพแวดล้อม - NOUN),1, , , , , , , , , , , , , , ,(ประดับ - VERB),1, , 
 , , , , , , , , , , , , , ,(ศาสนาพุทธ - NOUN),1, , , , , , , , , , , , , , ,(รูปปั้น - VERB),1, , 
 , , , , , , , , , , , , , ,(น. - NOUN),1, , , , , , , , , , , , , , ,(น่าตกใจ - VERB),1, , 
 , , , , , , , , , , , , , ,(ข้าง - NOUN),1, , , , , , , , , , , , , , ,(ยิง - VERB),1, , 
 , , , , , , , , , , , , , ,(โอกาส - NOUN),1, , , , , , , , , , , , , , ,(ได้ยิน - VERB),1, , 
 , , , , , , , , , , , , , ,(ช่างภาพ - NOUN),1, , , , , , , , , , , , , , ,(รบกวน - VERB),1, , 
 , , , , , , , , , , , , , ,(สวน - NOUN),1, , , , , , , , , , , , , , ,(ปลดปล่อย - VERB),1, , 
 , , , , , , , , , , , , , ,(ดอกทานตะวัน - NOUN),1, , , , , , , , , , , , , , ,(บอกเล่า - VERB),1, , 
 , , , , , , , , , , , , , ,(ช่วย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ด้านบน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หลุมฝังศพ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เป็นความ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(samadhi - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชั่วนิรันดร์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ระหว่างทาง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ส่วนใหญ่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ทำบุญ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หยาบคาย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(มารยาท - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ศูนย์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เคารพ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ค่า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ประวัติศาสตร์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(แถว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ดังนั้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(น้ำ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เตรียม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สวย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ข้อ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ศรัทธา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(s - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สิ่งอำนวยความสะดวก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หิน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ร่มเงา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พักผ่อน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(วันหยุด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ฝูงชน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(คิว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ภาพวาด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ราวกับ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ศักดิ์ศรี - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พุทธศาสนา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผู้ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ต่างประเทศ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เท้าเปล่า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ระดับ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สรุป - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กลุ่ม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สัก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(จิตใจ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(จัดการ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ฉาก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขอ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พร - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ธรรมชาติ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ไกด์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กระดาน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ตำนาน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กฎ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สุภาพ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขอบคุณ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สัปดาห์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ส่วนหนึ่ง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เมือง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สังเกต - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(d - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ครึ่งชั่วโมง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เครื่อง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ภาษา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(bug budha - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พาณิชย์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พิพิธภัณฑ์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เครื่องประดับ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(นั้น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(มุม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ประทัด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(อิฐ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ไม่ใช่ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ตัวอย่าง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รอบ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รอบๆ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ภาพเขียน - NOUN),1, , , , , , , , , , , , , , , , , , 
