ADJ,ADJ_COUNT,ADP,ADP_COUNT,ADV,ADV_COUNT,AUX,AUX_COUNT,CCONJ,CCONJ_COUNT,DET,DET_COUNT,INTJ,INTJ_COUNT,NOUN,NOUN_COUNT,NUM,NUM_COUNT,PART,PART_COUNT,PRON,PRON_COUNT,PROPN,PROPN_COUNT,PUNCT,PUNCT_COUNT,SCONJ,SCONJ_COUNT,SYM,SYM_COUNT,VERB,VERB_COUNT,X,X_COUNT
 , , , , , , , , , , , , , ,(ต่างๆ - NOUN),1, , , , , , , , , , , , , , ,(ไอศ - VERB),1, , 
 , , , , , , , , , , , , , ,(อ่างอาบน้ำ - NOUN),1, , , , , , , , , , , , , , ,(ความรู้ - VERB),1, , 
 , , , , , , , , , , , , , ,(ขายของ - NOUN),1, , , , , , , , , , , , , , ,(พูด - VERB),1, , 
 , , , , , , , , , , , , , ,(แว่นกันแดด - NOUN),1, , , , , , , , , , , , , , ,(สีแทน - VERB),1, , 
 , , , , , , , , , , , , , ,(โอ - NOUN),1, , , , , , , , , , , , , , ,(เปลี่ยน - VERB),1, , 
 , , , , , , , , , , , , , ,(รีสอร์ท - NOUN),1, , , , , , , , , , , , , , ,(น่าทึ่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(ขี่ - NOUN),1, , , , , , , , , , , , , , ,(เจ็ด - VERB),1, , 
 , , , , , , , , , , , , , ,(เรือยาว - NOUN),1, , , , , , , , , , , , , , ,(กิน - VERB),1, , 
 , , , , , , , , , , , , , ,(ทริป - NOUN),1, , , , , , , , , , , , , , ,(โต้รุ่ง - VERB),1, , 
 , , , , , , , , , , , , , ,(ฤดูท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , ,(กรุงเทพ - VERB),1, , 
 , , , , , , , , , , , , , ,(น้ำผลไม้ - NOUN),1, , , , , , , , , , , , , , ,(รับรอง - VERB),1, , 
 , , , , , , , , , , , , , ,(นักท่องเที่ยว - NOUN),1, , , , , , , , , , , , , , ,(ให้การ - VERB),1, , 
 , , , , , , , , , , , , , ,(เรียงราย - NOUN),1, , , , , , , , , , , , , , ,(ต้อนรับ - VERB),1, , 
 , , , , , , , , , , , , , ,(อาหารทะเล - NOUN),1, , , , , , , , , , , , , , ,(เต็มไปด้วย - VERB),1, , 
 , , , , , , , , , , , , , ,(มื้อ - NOUN),1, , , , , , , , , , , , , , ,(เมืองไทย - VERB),1, , 
 , , , , , , , , , , , , , ,(กลางวัน - NOUN),1, , , , , , , , , , , , , , ,(เชือก - VERB),1, , 
 , , , , , , , , , , , , , ,(มื้อค่ำ - NOUN),1, , , , , , , , , , , , , , ,(ร่ม - VERB),1, , 
 , , , , , , , , , , , , , ,(อากาศ - NOUN),1, , , , , , , , , , , , , , ,(คนขาย - VERB),1, , 
 , , , , , , , , , , , , , ,(ฤดูหนาว - NOUN),1, , , , , , , , , , , , , , ,(น่ารำคาญ - VERB),1, , 
 , , , , , , , , , , , , , ,(เดือน - NOUN),1, , , , , , , , , , , , , , ,(สนทนา - VERB),1, , 
 , , , , , , , , , , , , , ,(ตอน - NOUN),1, , , , , , , , , , , , , , ,(จ้องมอง - VERB),1, , 
 , , , , , , , , , , , , , ,(gracelands - NOUN),1, , , , , , , , , , , , , , ,(ตั้ง - VERB),1, , 
 , , , , , , , , , , , , , ,(nicer - NOUN),1, , , , , , , , , , , , , , ,(*สามารถ - VERB),1, , 
 , , , , , , , , , , , , , ,(รถเข็น - NOUN),1, , , , , , , , , , , , , , ,(มองเห็น - VERB),1, , 
 , , , , , , , , , , , , , ,(เจ้าหน้าที่ - NOUN),1, , , , , , , , , , , , , , ,(ยอดนิยม - VERB),1, , 
 , , , , , , , , , , , , , ,(ความปลอดภัย - NOUN),1, , , , , , , , , , , , , , ,(เล่น - VERB),1, , 
 , , , , , , , , , , , , , ,(ทางข้าม - NOUN),1, , , , , , , , , , , , , , ,(เพียงพอ - VERB),1, , 
 , , , , , , , , , , , , , ,(วันที่ - NOUN),1, , , , , , , , , , , , , , ,(ใกล้ - VERB),1, , 
 , , , , , , , , , , , , , ,(หลานสาว - NOUN),1, , , , , , , , , , , , , , ,(ร้านอาหาร - VERB),1, , 
 , , , , , , , , , , , , , ,(ชื่อเสียง - NOUN),1, , , , , , , , , , , , , , ,(สนุก - VERB),1, , 
 , , , , , , , , , , , , , ,(ผู้ - NOUN),1, , , , , , , , , , , , , , ,(ข้อเสนอ - VERB),1, , 
 , , , , , , , , , , , , , ,(ทราย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผู้หญิง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผลไม้ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(คลื่น - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(จอง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(alex - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ค่าธรรมเนียม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ตัว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ถัดไป - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เสียค่าใช้จ่าย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กิน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(น่าอัศจรรย์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ประหลาด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ภาษา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผิว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สวย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เสื้อผ้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กิโลกรัม - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เงินได้ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เอ็ด - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ร้านขายยา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ข้างทาง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ความ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หน้าจอ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ระวัง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ข้ามถนน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เหมือน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(หลบ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ฝูง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(วัว - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รูเล็ต - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(พีพี - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(วันเวลา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ชีวิต - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(รอบๆ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(น้ำเงิน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เมือง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กองขยะ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(สิ่งของ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(กำลัง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ช่วงเวลา - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(เบียร์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ข้างถนน - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ขอบฟ้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ศูนย์การค้า - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ตัวเลือก - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ลอง - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผจญภัย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผู้ขาย - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ผลิตภัณฑ์ - NOUN),1, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,(ด้านหลัง - NOUN),1, , , , , , , , , , , , , , , , , , 
